data,target
[4 0 3 5 6 3 2 4 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 -1 0 -1 2 0 0 0 0 -3 -1 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -4 -2 0 -5 -6 -3 -2 -4 ],0
[4 0 3 5 6 3 2 -3 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 -1 0 -1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -4 -2 0 -5 -6 -3 -2 -4 ],-2
[4 0 3 5 6 3 2 4 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 -1 0 -1 0 0 0 0 0 0 -5 0 0 0 0 0 0 0 -3 0 -1 -1 -1 -1 -1 -4 -2 0 0 -6 -3 -2 -4 ],-2
[4 0 3 5 6 3 2 -3 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -1 -1 0 -1 2 -2 0 -5 -6 -3 -2 -4 ],1
[4 0 3 5 6 3 2 0 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -3 -2 0 -5 -6 -3 -2 -4 ],-2
[4 0 3 5 6 3 2 0 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 1 0 0 -5 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -3 -2 0 0 -6 -3 -2 -4 ],-2
[4 0 3 5 6 3 2 0 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 1 0 -2 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -3 0 0 -5 -6 -3 -2 -4 ],-2
[0 4 3 5 6 3 2 0 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 1 0 0 -5 -2 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -3 0 0 0 -6 -3 -2 -4 ],-2
[0 4 3 5 6 3 2 0 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 1 0 0 0 -5 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -3 -2 0 0 -6 -3 -2 -4 ],-2
[0 4 3 5 6 3 2 0 0 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 -5 -1 -1 -1 -1 -1 -3 0 0 0 -6 -3 -2 -4 ],-2
[0 4 3 5 6 3 2 0 0 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 1 0 0 -5 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -3 -2 0 0 -6 -3 -2 -4 ],-2
[0 4 3 5 6 3 2 0 0 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 -2 0 0 0 -1 0 0 0 -5 -1 -1 -1 -1 0 -3 0 0 0 -6 -3 -2 -4 ],-3
[0 4 3 5 6 3 2 0 0 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 -2 0 0 0 -1 0 0 0 -5 -1 -1 0 -1 -1 -3 0 0 0 -6 -3 -2 -4 ],-3
[0 4 3 5 6 0 2 0 0 1 0 1 1 1 3 -4 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 -2 0 0 0 -1 0 0 0 -5 -1 -1 -1 -1 0 -3 0 0 0 -6 -3 -2 0 ],-4
[0 4 3 5 6 0 2 0 0 1 0 1 1 1 3 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 -1 0 0 0 0 0 0 -2 0 0 0 -1 0 0 0 -5 0 -1 -1 -1 0 -3 0 0 0 -6 -3 -2 -4 ],0
[0 4 3 5 6 0 2 0 0 1 0 1 1 1 0 -4 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 -5 0 0 0 -1 0 0 0 0 -1 -1 -1 -1 0 -3 0 0 0 -6 -3 -2 0 ],-4
[0 4 3 5 6 0 2 0 0 1 0 1 1 1 0 -4 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 -5 0 -1 -1 -1 0 -3 0 0 0 -6 -3 -2 0 ],-4
[0 4 3 0 6 0 2 0 0 1 5 1 1 1 0 -4 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 -5 0 0 -2 -1 0 0 0 0 -1 -1 -1 -1 0 -3 0 0 0 -6 -3 0 0 ],-4
[0 4 3 0 6 0 2 0 0 1 5 1 1 1 0 -4 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 -1 0 0 0 -5 0 0 0 0 0 0 0 0 -1 -1 -1 -1 0 -3 0 0 0 -6 -3 -2 0 ],-4
[0 4 3 0 6 0 2 0 0 1 0 1 1 1 0 -4 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0 -5 -2 5 0 0 0 0 -1 -1 -1 -1 0 -3 0 0 0 -6 -3 0 0 ],-3
[0 4 3 0 6 0 2 0 0 1 0 1 1 1 0 -4 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 -5 0 0 -2 -1 0 0 0 0 -1 -1 0 -1 0 -3 0 0 0 -6 -3 0 0 ],-12
[0 4 3 0 6 0 2 0 0 1 0 1 1 0 0 -4 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 -5 0 -2 -1 0 0 0 0 -1 -1 0 -1 0 -3 0 0 0 -6 -3 0 0 ],-13
[0 4 3 0 6 0 2 0 0 1 0 1 1 0 0 -4 1 0 0 0 0 1 0 0 -1 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 -5 0 0 -2 -1 0 0 0 0 -1 -1 0 -1 0 -3 0 0 0 -6 -3 0 0 ],-12
[0 4 3 0 6 0 2 0 0 1 0 0 1 0 0 -4 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 -5 0 -2 -1 0 0 0 0 -1 -1 -6 -1 0 -3 0 0 0 0 -3 0 0 ],-12
[0 4 3 0 6 0 2 0 0 1 0 0 1 0 0 -4 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 -2 0 0 0 -5 0 0 -1 0 0 0 0 -1 -1 0 -1 0 -3 0 0 0 -6 -3 0 0 ],-12
[0 4 3 0 0 6 2 0 0 1 0 0 1 0 0 -4 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 -5 0 0 0 0 0 0 0 0 -2 -1 0 0 0 0 -1 -1 -6 -1 0 -3 0 0 0 0 -3 0 0 ],-12
[0 4 3 0 0 6 2 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 -5 0 -2 -1 0 0 0 0 -1 -1 -6 -1 -4 -3 0 0 0 0 -3 0 0 ],-12
[0 4 3 0 0 6 2 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 -1 0 -1 0 -5 0 0 -4 0 0 0 0 0 -2 -1 0 0 0 0 -1 -1 -6 -1 0 -3 0 0 0 0 -3 0 0 ],-12
[0 4 3 0 0 6 2 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 -1 0 -1 0 -5 0 0 0 0 0 0 0 0 -2 -1 0 0 0 0 -1 -1 -6 -1 0 -3 0 0 0 0 -3 0 -4 ],-12
[0 4 3 0 0 6 2 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 -1 0 -1 0 -5 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -1 -6 -1 0 -3 0 0 0 0 -3 0 0 ],-12
[0 4 3 0 0 6 2 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 -4 -1 0 -1 0 -5 0 0 0 0 0 0 0 0 -2 -1 0 0 0 0 -1 -1 -6 -1 0 -3 0 0 0 0 -3 0 0 ],-12
[0 4 0 0 0 6 2 0 0 1 0 3 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 -1 0 -1 0 0 0 -5 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -1 -6 -1 0 -3 0 0 0 0 -3 0 0 ],-12
[0 4 0 0 0 6 2 0 0 1 0 3 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 -1 0 -1 0 -5 -4 0 0 0 0 0 -1 0 -2 -1 0 0 0 0 0 -1 -6 -1 0 -3 0 0 0 0 -3 0 0 ],-12
[0 4 0 0 0 6 2 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 3 0 -1 0 0 0 -5 0 0 0 0 -1 0 -2 -1 0 0 0 0 0 -1 -6 -1 -4 -3 0 0 0 0 -3 0 0 ],-11
[0 4 0 0 0 6 2 0 0 1 0 0 0 0 0 0 0 0 0 1 -5 1 0 0 1 0 1 0 0 0 0 0 3 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -1 -6 -1 0 -3 0 0 0 0 -3 0 0 ],-13
[0 4 0 0 0 6 2 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 -5 0 0 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -1 -6 -1 0 -3 0 0 3 0 -3 0 0 ],-13
[0 4 0 0 0 6 2 0 0 1 0 0 0 0 0 0 0 0 0 -5 0 1 0 0 1 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -1 -6 -1 0 -3 0 0 3 0 -3 0 0 ],-17
[0 4 0 0 0 0 2 0 0 1 0 0 0 6 0 0 0 0 0 0 0 1 0 0 1 0 1 -5 0 0 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -1 -6 -1 0 -3 0 0 3 0 -3 0 0 ],-14
[0 -5 0 0 0 0 2 0 0 1 0 0 0 6 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -1 -6 -1 0 -3 0 0 3 0 -3 0 0 ],-18
[0 -5 0 0 0 0 2 0 0 1 0 0 0 6 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-21
[0 -5 0 0 0 0 2 0 0 1 0 0 0 6 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -3 -6 -1 0 -3 0 0 0 0 0 0 0 ],-21
[0 0 0 0 0 0 2 0 0 -5 0 0 6 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-21
[0 0 0 0 0 0 -5 0 0 1 0 0 6 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-23
[0 0 0 0 0 0 -5 0 0 1 0 0 6 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 -1 0 0 0 0 -4 0 0 -3 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 0 0 0 0 0 -3 0 0 ],-23
[0 0 0 0 0 0 0 0 0 1 0 0 6 0 0 0 0 0 0 0 0 0 0 0 1 0 1 -5 0 1 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-24
[0 0 0 0 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -5 0 0 1 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-25
[0 0 0 0 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 -5 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-25
[0 0 0 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 0 0 0 0 1 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-26
[0 0 0 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -5 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-25
[0 0 0 0 0 0 0 0 0 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 0 0 0 0 -4 0 0 -5 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-25
[0 0 0 0 0 0 0 0 0 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-26
[0 0 0 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-26
[0 0 0 6 0 0 0 -3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 0 0 0 0 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 0 0 0 0 0 -3 0 0 ],-26
[0 0 0 0 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 -1 0 0 0 0 -4 0 0 0 -1 0 -2 -1 0 0 0 0 0 -6 0 -1 0 -3 0 0 0 0 -3 0 0 ],-27
[4 2 3 5 6 3 2 4 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 -1 0 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 0 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 0 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 -3 0 0 0 0 -1 -1 0 -1 -1 -1 -1 -4 -2 0 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 0 1 0 1 1 1 0 1 0 0 0 0 0 0 1 0 1 0 1 -1 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 0 1 0 1 1 1 0 1 0 0 0 0 0 0 1 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],-1
[0 2 3 5 6 3 2 4 4 1 0 1 1 1 0 1 0 0 0 0 0 0 1 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 -1 0 0 -1 -1 -1 0 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[0 2 3 5 6 3 2 4 4 1 0 1 1 1 0 1 0 0 0 0 0 0 1 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 0 -5 -1 -1 -1 -1 -4 -2 -3 0 -6 -3 -2 -4 ],-1
[0 2 3 5 6 0 2 4 4 1 0 1 1 1 3 1 0 0 0 0 0 0 1 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 -1 0 -5 -1 -1 -1 0 -4 -2 -3 0 -6 -3 -2 -4 ],-1
[0 2 3 5 6 0 2 4 4 1 0 1 1 1 3 1 0 0 0 0 0 0 1 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 -1 0 -5 -1 -1 0 -1 -4 -2 -3 0 -6 -3 -2 -4 ],-1
[0 2 3 5 6 0 2 4 4 1 0 1 1 1 3 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 1 0 0 0 -1 0 0 0 0 0 -1 0 0 0 -1 0 0 -1 0 -1 0 -5 0 -1 -1 0 -4 -2 -3 0 -6 -3 -2 -4 ],-1
[0 2 3 5 6 0 2 4 4 1 0 1 1 1 3 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 -5 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 -1 0 0 -1 -1 -1 0 -4 -2 -3 0 -6 -3 -2 -4 ],-4
[0 2 3 5 6 0 2 4 4 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 -5 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 -4 3 0 0 -1 -1 -1 0 0 -2 -3 0 -6 -3 -2 -4 ],-1
[0 2 3 5 6 0 2 4 4 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 -5 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 -3 0 0 -1 -1 -1 0 -4 -2 0 0 -6 -3 -2 -4 ],-4
[0 2 3 5 6 0 0 4 4 1 0 1 1 1 0 1 0 0 0 0 0 2 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 -3 0 -5 -1 -1 -1 0 -4 -2 0 0 -6 -3 -2 -4 ],-4
[0 2 3 5 6 0 0 4 4 1 0 1 1 1 0 1 0 0 0 0 0 2 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 -3 0 0 -1 -1 -1 0 -4 -2 -5 0 -6 -3 -2 -4 ],-4
[0 2 3 5 6 4 0 0 4 1 0 1 1 1 0 1 0 0 0 0 0 2 0 0 1 0 -1 0 0 0 0 0 0 0 -1 -3 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -5 -1 -1 -1 0 -4 -2 0 0 -6 -3 -2 -4 ],-4
[0 2 3 5 6 4 0 0 4 1 0 1 1 1 0 1 0 0 0 0 0 2 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 0 0 0 0 -1 0 -3 0 -5 -1 0 -1 0 -4 -2 0 0 -6 -3 -2 -4 ],-3
[0 2 3 5 6 0 4 0 4 1 0 1 1 1 0 1 0 0 0 0 0 2 0 0 1 0 -1 0 -3 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -5 -1 -1 -1 0 -4 -2 0 0 -6 -3 -2 -4 ],-4
[0 2 3 5 6 0 4 0 4 1 0 1 1 1 0 1 0 0 0 0 0 -3 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -5 -1 -1 -1 0 -4 -2 0 0 -6 -3 -2 -4 ],-4
[0 2 3 5 6 0 0 0 4 1 0 1 1 1 0 1 0 0 0 0 0 -3 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -5 -1 -1 4 0 -4 -2 0 0 -6 -3 -2 -4 ],-4
[0 2 3 5 6 0 0 0 4 1 0 1 1 1 0 1 0 0 0 0 0 2 0 0 1 0 -1 0 -3 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -5 -1 -1 -3 0 -4 -2 0 0 -6 0 -2 -4 ],-11
[0 -3 3 5 6 0 0 0 4 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 -1 2 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -5 -1 -1 -3 0 -4 -2 0 0 -6 0 -2 -4 ],-11
[0 2 3 5 6 0 0 0 4 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 -1 -3 -3 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -5 -1 -1 0 0 -4 -2 0 0 -6 0 -2 -4 ],-10
[0 -3 3 5 6 0 0 0 4 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 -5 0 0 -1 0 0 0 0 -1 -1 -3 0 -4 -2 0 0 -6 0 -2 -4 ],-14
[0 -3 3 5 6 0 0 0 4 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 -1 0 0 -1 0 0 0 -5 -1 0 -3 0 -4 -2 0 0 -6 0 -2 -4 ],-14
[0 -3 3 5 6 0 0 0 0 1 0 1 1 1 0 1 4 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 -5 0 0 -1 0 0 0 0 -1 -1 -3 -4 -4 -2 0 0 -6 0 -2 0 ],-15
[0 0 3 5 6 0 0 0 0 1 0 1 1 1 0 1 4 0 0 0 0 0 0 0 1 0 -1 0 -3 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 -5 0 0 -1 0 0 0 0 -1 -1 -3 0 -4 -2 0 0 -6 0 -2 -4 ],-14
[0 -3 3 5 6 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 4 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 -5 0 0 0 0 0 -1 0 0 0 0 -1 -1 -3 -4 -4 -2 0 0 -6 0 -2 0 ],-14
[0 -3 3 5 6 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 4 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 -5 0 0 -1 0 0 0 0 -1 -1 -3 -4 -4 -2 0 -6 0 0 -2 0 ],-14
[0 -3 3 5 6 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 -5 0 0 0 -1 4 -3 -4 -4 -2 0 0 -6 0 -2 0 ],-12
[0 -3 3 5 6 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 -5 0 0 0 0 0 -1 0 0 0 0 -1 -6 -3 -4 -4 -2 0 0 0 0 -2 0 ],-18
[0 -3 3 5 6 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 -5 -1 0 0 0 0 -1 -6 -3 -4 -4 -2 0 0 0 0 -2 0 ],-18
[0 -3 3 5 6 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 -1 0 0 1 0 0 0 0 -1 0 0 0 0 0 -1 -5 0 0 0 0 0 -1 0 0 0 0 -1 0 -3 -4 -4 -2 0 0 -6 0 -2 0 ],-18
[0 -3 3 5 6 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 0 0 1 0 1 0 0 -1 0 0 0 0 0 -1 0 0 0 0 -6 -5 -1 0 0 0 0 -1 0 -3 -4 -4 -2 0 0 0 0 -2 0 ],-18
[4 2 3 5 6 3 2 4 1 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -1 -1 0 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 -1 -1 -1 -1 -1 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 -1 -1 -1 0 -1 0 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 -1 0 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
