data,target
[4 2 3 5 6 3 2 4 1 1 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -4 0 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -4 0 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 0 6 3 2 4 1 1 5 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 0 -4 0 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 0 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 0 -4 0 -3 -5 -6 -3 -2 -4 ],0
[4 2 0 0 6 3 2 4 1 1 5 0 1 1 1 1 0 0 1 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -4 -4 0 -3 -5 -6 -3 -2 0 ],0
[4 2 3 0 6 3 2 4 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 5 -4 0 -3 -5 -6 -3 -2 0 ],5
[4 2 3 0 6 3 2 4 1 0 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 -1 0 0 0 -1 -1 -1 -1 0 -1 -1 -1 5 -4 0 -3 -5 -6 -3 -2 0 ],5
[4 2 3 0 6 3 2 4 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 -1 0 0 0 -1 -1 -1 -1 0 -1 -1 -1 0 -4 0 -3 -5 -6 -3 5 0 ],8
[4 2 3 0 6 3 0 4 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 -1 0 0 0 -1 -1 -1 -1 0 -1 -1 -1 0 -4 0 0 -5 -6 -3 5 0 ],11
[4 2 3 0 6 3 2 4 1 1 0 0 1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 -1 0 0 0 -1 -1 -1 -1 0 -1 -1 -1 0 -4 0 0 -5 -6 -3 5 0 ],11
[4 2 3 0 6 3 0 4 1 0 0 0 1 1 1 1 0 1 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 -2 0 0 -1 0 0 0 -1 -1 -1 -1 0 -1 -1 0 0 -4 0 0 -5 -6 -3 5 0 ],11
[4 2 3 0 6 3 0 4 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 -2 0 0 -1 0 0 0 -1 -1 -1 -1 0 -1 -1 0 5 -4 0 0 -5 -6 -3 0 0 ],11
[4 0 3 0 6 3 0 4 1 0 0 0 1 1 1 1 2 1 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 -1 0 0 0 0 -1 0 -2 0 0 -1 0 0 0 -1 -1 0 -1 0 -1 -1 0 0 -4 0 0 -5 -6 -3 5 0 ],12
[4 2 3 0 6 3 0 4 1 0 0 0 0 1 1 1 0 1 1 0 1 0 0 2 0 0 0 1 0 0 0 0 0 -1 0 0 0 0 -1 0 -2 0 0 -1 0 0 0 -1 -1 0 -1 0 -1 -1 0 0 -4 0 0 -5 -6 -3 5 0 ],12
[4 0 3 0 6 3 0 4 1 0 0 0 1 1 1 1 0 1 1 0 0 0 0 2 0 -2 0 1 0 0 0 0 0 2 0 0 0 0 -1 0 0 0 0 -1 0 0 0 -1 -1 0 -1 0 -1 -1 0 0 -4 0 0 -5 -6 -3 5 0 ],12
[4 0 3 0 6 3 0 4 1 0 0 0 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 -1 0 0 0 -1 -1 0 -1 0 -1 -1 0 0 -4 0 0 -5 -6 -3 5 0 ],14
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 -1 0 -1 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 0 -1 -1 0 0 -4 0 0 -5 -6 -3 5 0 ],15
[4 0 3 0 6 3 0 4 1 0 0 0 1 1 1 1 0 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 2 0 -1 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 0 -1 -1 0 0 -4 0 0 -5 -6 -3 5 0 ],15
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 -1 0 -1 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -6 -1 5 0 0 -4 0 0 -5 0 -3 0 0 ],15
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 0 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 2 0 -1 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -6 -1 -1 0 0 -4 0 0 -5 0 -3 5 0 ],15
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 0 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 2 0 -1 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 -6 -1 5 0 0 -4 0 0 -5 0 -3 0 0 ],16
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 -1 0 5 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 -6 -1 0 0 0 -4 0 0 -5 0 -3 0 0 ],17
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 0 -1 0 0 0 -4 0 0 5 -6 -3 0 0 ],17
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 5 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 0 -1 0 0 0 -4 0 0 -5 -6 -3 0 0 ],18
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 5 1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 0 -1 -6 0 0 -4 0 0 -5 0 -3 0 0 ],18
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 0 0 0 0 5 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 0 -1 -6 0 0 -4 0 0 -5 0 -3 0 0 ],17
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 0 0 -5 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 5 0 -1 -6 0 0 -4 0 0 0 0 -3 0 0 ],17
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 0 0 5 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 0 -1 -6 0 0 -4 0 0 0 0 -3 0 0 ],31
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 5 0 2 0 1 0 1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 -6 0 0 -4 0 0 0 0 -3 0 0 ],31
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 -6 0 0 5 0 0 0 0 -3 0 0 ],30
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 5 0 -1 0 0 -1 0 0 -1 0 0 0 0 0 -4 0 0 0 -6 -3 0 0 ],31
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 0 0 0 5 0 0 0 -6 -3 0 0 ],32
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 5 0 2 0 1 0 1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 -6 0 0 0 0 0 0 0 -3 0 0 ],31
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 5 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 -6 0 0 0 0 0 0 0 -3 0 0 ],33
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 1 1 2 1 0 0 0 0 0 2 0 -3 0 1 0 0 0 0 5 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],22
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 5 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],34
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 -1 0 0 0 0 0 -1 0 -6 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 ],34
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 -6 -1 0 0 -1 0 0 0 0 0 0 5 0 0 0 0 0 0 ],34
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 5 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 5 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 1 0 0 0 0 5 0 0 0 0 0 -1 0 0 0 0 0 -1 -6 0 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 1 1 2 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 -6 0 -1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 5 0 1 0 0 0 -1 0 0 0 0 0 -1 -6 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 5 0 0 0 -1 0 0 0 0 0 -1 -6 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 5 0 1 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 0 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 0 1 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 5 2 1 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 0 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 -1 -6 0 -1 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 ],35
[4 0 0 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 3 0 1 2 0 0 0 0 0 0 0 0 5 0 1 0 0 0 -1 0 0 0 0 0 -1 -6 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 0 0 0 -6 0 0 0 0 5 0 0 0 0 0 ],35
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0 5 -1 0 0 -1 0 0 0 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],36
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 5 0 -1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],36
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 -1 0 -1 0 0 0 0 0 0 0 0 5 0 0 0 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],36
[4 0 0 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 5 0 3 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],37
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 5 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],38
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],38
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 0 0 0 0 0 0 0 0 0 0 ],38
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 0 0 ],38
[4 0 3 6 0 3 0 4 1 0 0 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 0 0 ],38
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 0 0 0 ],38
[4 0 3 0 0 3 0 4 1 0 6 0 1 1 0 1 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 -6 0 0 0 ],38
[4 0 3 0 0 3 0 4 1 0 0 6 1 1 0 1 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 0 0 ],38
[4 0 3 5 6 3 2 4 1 1 1 1 1 1 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 0 3 5 6 3 2 4 1 1 1 1 1 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 -1 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 0 3 5 6 3 2 4 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 -1 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 0 4 1 1 1 1 1 1 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 0 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 0 4 1 1 1 1 1 1 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -1 -1 0 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 0 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 -1 -1 -1 0 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 0 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -4 0 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 3 2 4 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 -1 -1 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 0 2 4 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 -1 -1 -1 -1 0 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 0 2 4 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 0 -1 -1 0 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 0 2 4 1 1 1 1 1 0 0 1 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 -1 0 0 0 -1 0 -1 -1 0 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 0 2 4 1 1 1 1 1 0 0 1 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 0 -1 0 0 0 -1 -1 -1 -1 0 -1 0 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 0 2 4 1 1 1 1 0 0 0 1 0 0 0 0 1 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 -1 -1 0 0 -1 0 -1 -1 0 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 0 2 4 1 1 1 1 0 0 0 1 0 0 0 0 1 1 1 3 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 0 -1 0 -1 -1 0 -1 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 3 5 6 0 2 4 1 0 1 1 0 0 0 1 0 0 0 0 1 1 1 3 0 1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 -1 -1 0 0 -1 0 -1 -1 0 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],1
[4 2 3 5 6 0 2 4 1 0 1 1 0 0 0 1 0 0 0 0 1 1 1 3 0 1 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 0 0 -1 0 -1 -1 0 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 0 5 6 0 2 4 1 3 1 1 0 0 0 1 0 0 0 0 1 1 1 3 0 1 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 0 -1 -1 0 0 0 0 -1 -1 0 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],0
[4 2 0 5 6 0 2 4 1 3 1 1 0 0 0 1 0 0 0 0 1 1 1 3 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 0 0 -1 0 -1 -1 0 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],-1
[4 2 0 5 6 0 2 4 1 3 1 1 0 0 3 1 0 0 0 0 1 1 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 -1 -1 0 0 -1 0 0 -1 0 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],-1
[4 2 0 5 6 0 2 4 1 3 1 1 0 0 3 1 0 0 0 0 1 1 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 -1 -1 0 0 -1 0 -1 -1 0 0 0 -4 -2 -3 -5 -6 -3 -2 -4 ],-1
[4 2 0 5 6 0 2 4 1 3 1 1 0 0 3 0 0 0 0 0 1 1 1 0 0 -1 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -1 0 0 0 0 0 -1 0 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],-1
[4 2 0 5 6 0 2 4 1 3 1 1 0 0 3 0 0 0 0 0 1 1 1 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 -1 -1 0 0 0 0 0 -1 0 0 -1 -4 -2 -3 -5 -6 -3 -2 -4 ],-1
[4 2 0 5 0 0 2 4 1 3 1 1 0 6 3 0 0 0 0 0 1 1 1 0 0 -1 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -1 -3 0 0 0 0 -1 0 0 -1 -4 -2 -3 -5 -6 0 -2 -4 ],-1
[4 2 0 5 0 0 2 4 1 3 1 1 0 6 3 0 0 0 0 0 1 1 1 0 0 -1 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -1 0 0 0 -5 0 -1 0 0 -1 -4 -2 -3 0 -6 -3 -2 -4 ],-2
[4 2 0 5 0 0 2 4 1 3 1 1 0 6 3 0 0 0 0 0 0 1 1 0 0 -1 0 0 1 0 0 1 0 -1 0 0 0 0 0 0 0 -5 -1 -1 0 -1 -1 0 0 0 0 0 -1 0 0 -1 -4 -2 -3 0 -6 -3 -2 -4 ],-1
[4 2 0 5 0 0 2 4 1 3 1 1 0 6 3 0 0 0 0 0 0 1 1 0 0 -1 0 0 1 0 0 1 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -1 0 -5 0 0 0 -1 0 0 -1 -4 -2 -3 0 -6 -3 -2 -4 ],-1
[4 2 0 5 0 0 2 4 1 3 1 0 0 6 3 0 0 0 0 0 0 1 1 0 0 -1 0 1 1 0 0 1 0 -1 0 0 0 0 0 0 0 -5 -1 -1 0 -1 -1 0 0 -3 0 0 -1 0 0 -1 -4 -2 0 0 -6 -3 -2 -4 ],-1
[4 2 0 5 0 0 2 4 1 3 1 0 0 6 3 0 0 0 0 0 0 1 1 0 0 -1 0 1 1 0 0 1 0 -1 0 0 0 0 0 0 -5 0 -1 -1 0 -1 -1 0 0 0 0 0 -1 0 0 -1 -4 -2 -3 0 -6 -3 -2 -4 ],-1
[4 2 0 5 0 6 2 4 1 3 1 0 0 0 3 0 0 0 0 0 0 1 1 0 0 -1 0 1 1 0 0 1 0 -1 0 0 0 0 0 0 0 -5 -1 -1 0 -1 -1 0 0 -3 0 0 -1 0 -3 -1 -4 -2 0 0 -6 0 -2 -4 ],-1
[4 2 0 5 0 6 2 4 1 3 1 0 0 0 3 0 0 0 0 0 0 1 1 0 0 -1 0 1 1 0 0 1 -4 -1 0 0 0 0 0 0 0 -5 -1 -1 0 -1 -1 0 0 -3 0 0 -1 0 0 -1 0 -2 0 0 -6 -3 -2 -4 ],-1
[4 2 0 5 0 0 2 4 1 3 1 0 0 6 3 0 0 0 0 0 0 1 1 0 0 -1 0 1 1 0 0 1 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -1 0 0 -3 -5 0 -1 0 -3 -1 -4 -2 0 0 -6 0 -2 -4 ],-1
[4 2 0 5 0 0 2 4 1 3 1 0 0 6 3 0 0 0 0 0 0 1 1 0 0 -1 0 1 1 0 0 1 0 -1 0 0 0 0 0 0 -2 -5 -1 -1 0 -1 -1 0 0 -3 0 0 -1 0 -3 -1 -4 0 0 0 -6 0 -2 -4 ],-1
